ibge_code,municipio,regiao_intermediaria,regiao_imediata,populacao_censo_2022,total_denuncias,total_penal,denuncias_unicas,denuncias_unicas_penal,sem_grupo_total,sem_grupo_penal,criancas_total,criancas_penal,mulheres_total,mulheres_penal,idosos_total,idosos_penal,pcd_total,pcd_penal,lgbt_total,lgbt_penal,prisional_total,prisional_penal,denuncias_unicas_maioria_penal,total_registros,total_social,taxa_total_10k,taxa_penal_10k,taxa_denuncias_unicas_10k,taxa_denuncias_maioria_penal_10k,taxa_criancas_10k,taxa_criancas_penal_10k,taxa_mulheres_10k,taxa_mulheres_penal_10k,taxa_idosos_10k,taxa_idosos_penal_10k,taxa_pcd_10k,taxa_pcd_penal_10k,taxa_lgbt_10k,taxa_lgbt_penal_10k,taxa_prisional_10k,taxa_prisional_penal_10k
4205001,Dionísio Cerqueira,Chapecó,São Miguel do Oeste,15008,314,186,46,42,14,9,222,127,1,1,75,49,32,20,1,1,0,0,27,314,128,209.22,123.93,30.65,17.99,147.92,84.62,0.67,0.67,49.97,32.65,21.32,13.33,0.67,0.67,0.0,0.0
4205100,Dona Emma,Blumenau,Ibirama - Presidente Getúlio,4221,368,224,39,38,7,4,291,174,5,5,54,33,66,46,0,0,0,0,23,368,144,871.83,530.68,92.4,54.49,689.41,412.22,11.85,11.85,127.93,78.18,156.36,108.98,0.0,0.0,0.0,0.0
4205159,Doutor Pedrinho,Blumenau,Blumenau,3637,133,92,22,20,9,4,73,56,15,12,29,19,10,4,0,0,0,0,19,133,41,365.69,252.96,60.49,52.24,200.71,153.97,41.24,32.99,79.74,52.24,27.5,11.0,0.0,0.0,0.0,0.0
4205175,Entre Rios,Chapecó,Xanxerê,3402,448,259,45,44,42,22,156,76,0,0,241,154,118,85,0,0,0,0,28,448,189,1316.87,761.32,132.28,82.3,458.55,223.4,0.0,0.0,708.41,452.67,346.85,249.85,0.0,0.0,0.0,0.0
4205191,Ermo,Criciúma,Araranguá,2269,171,99,19,18,12,10,85,45,15,13,57,29,50,33,0,0,0,0,12,171,72,753.64,436.32,83.74,52.89,374.61,198.33,66.11,57.29,251.21,127.81,220.36,145.44,0.0,0.0,0.0,0.0
4205209,Erval Velho,Chapecó,Joaçaba - Herval d'Oeste,4885,228,158,41,40,6,4,145,100,11,7,62,45,5,3,0,0,0,0,31,228,70,466.73,323.44,83.93,63.46,296.83,204.71,22.52,14.33,126.92,92.12,10.24,6.14,0.0,0.0,0.0,0.0
4205308,Faxinal dos Guedes,Chapecó,Xanxerê,11192,664,429,99,98,44,18,341,217,15,10,228,162,73,44,0,0,3,3,73,664,235,593.28,383.31,88.46,65.23,304.68,193.89,13.4,8.93,203.72,144.75,65.23,39.31,0.0,0.0,2.68,2.68
4205357,Flor do Sertão,Chapecó,São Miguel do Oeste,1783,303,215,59,59,3,2,213,156,59,42,28,15,16,14,2,1,0,0,49,303,88,1699.38,1205.83,330.9,274.82,1194.62,874.93,330.9,235.56,157.04,84.13,89.74,78.52,11.22,5.61,0.0,0.0
4205407,Florianópolis,Florianópolis,Florianópolis,537211,65562,42367,9426,8854,4996,3101,32694,19002,2507,1754,15567,10169,8159,5103,1986,1330,7110,6684,6036,65562,23195,1220.41,788.65,175.46,112.36,608.59,353.72,46.67,32.65,289.77,189.29,151.88,94.99,36.97,24.76,132.35,124.42
4205431,Formosa do Sul,Chapecó,Chapecó,2682,138,89,22,20,3,3,116,72,6,5,19,14,29,19,0,0,0,0,16,138,49,514.54,331.84,82.03,59.66,432.51,268.46,22.37,18.64,70.84,52.2,108.13,70.84,0.0,0.0,0.0,0.0
4205456,Forquilhinha,Criciúma,Criciúma,31431,1397,840,205,180,73,47,940,565,33,25,283,167,199,120,0,0,1,0,115,1397,557,444.47,267.25,65.22,36.59,299.07,179.76,10.5,7.95,90.04,53.13,63.31,38.18,0.0,0.0,0.32,0.0
4205506,Fraiburgo,Caçador,Videira,33481,2884,1803,442,425,176,96,1728,1085,83,61,850,534,235,152,0,0,10,7,309,2884,1081,861.38,538.51,132.02,92.29,516.11,324.06,24.79,18.22,253.88,159.49,70.19,45.4,0.0,0.0,2.99,2.09
4205555,Frei Rogério,Lages,Curitibanos,2411,18,12,4,3,3,3,9,7,0,0,6,2,4,3,0,0,0,0,2,18,6,74.66,49.77,16.59,8.3,37.33,29.03,0.0,0.0,24.89,8.3,16.59,12.44,0.0,0.0,0.0,0.0
4205605,Galvão,Chapecó,São Lourenço do Oeste,3210,195,120,27,25,6,2,88,52,1,1,100,65,57,44,0,0,0,0,14,195,75,607.48,373.83,84.11,43.61,274.14,161.99,3.12,3.12,311.53,202.49,177.57,137.07,0.0,0.0,0.0,0.0
4205704,Garopaba,Florianópolis,Florianópolis,29959,3800,2277,530,502,193,97,2154,1265,99,70,1104,703,611,356,133,86,2,1,339,3800,1523,1268.4,760.04,176.91,113.15,718.98,422.24,33.05,23.37,368.5,234.65,203.95,118.83,44.39,28.71,0.67,0.33
4205803,Garuva,Joinville,Joinville,18545,2140,1244,252,243,54,34,1361,764,70,49,564,333,237,170,40,25,9,6,160,2140,896,1153.95,670.8,135.89,86.28,733.89,411.97,37.75,26.42,304.13,179.56,127.8,91.67,21.57,13.48,4.85,3.24
4205902,Gaspar,Blumenau,Blumenau,72570,6042,3777,804,781,236,151,3389,2039,314,223,2031,1319,904,615,68,51,2,1,532,6042,2265,832.58,520.46,110.79,73.31,467.0,280.97,43.27,30.73,279.87,181.76,124.57,84.75,9.37,7.03,0.28,0.14
4206009,Governador Celso Ramos,Florianópolis,Florianópolis,16915,1561,919,209,197,74,49,974,526,72,50,433,281,207,139,7,7,1,0,136,1561,642,922.85,543.3,123.56,80.4,575.82,310.97,42.57,29.56,255.99,166.12,122.38,82.18,4.14,4.14,0.59,0.0
4206108,Grão-Pará,Criciúma,Tubarão,6277,450,360,71,62,19,12,233,198,0,0,189,142,51,44,1,1,192,192,53,450,90,716.9,573.52,113.11,84.44,371.2,315.44,0.0,0.0,301.1,226.22,81.25,70.1,1.59,1.59,305.88,305.88
4206207,Gravatal,Criciúma,Tubarão,12435,879,510,135,128,33,16,395,232,17,14,388,218,142,87,0,0,8,4,91,879,369,706.88,410.13,108.56,73.18,317.65,186.57,13.67,11.26,312.02,175.31,114.19,69.96,0.0,0.0,6.43,3.22
4206306,Guabiruba,Blumenau,Brusque,24543,1244,708,157,151,21,11,715,404,48,36,436,247,188,122,30,14,0,0,85,1244,536,506.87,288.47,63.97,34.63,291.33,164.61,19.56,14.67,177.65,100.64,76.6,49.71,12.22,5.7,0.0,0.0
4206405,Guaraciaba,Chapecó,São Miguel do Oeste,10796,279,140,31,31,20,6,87,39,8,5,142,86,45,12,0,0,0,0,17,279,139,258.43,129.68,28.71,15.75,80.59,36.12,7.41,4.63,131.53,79.66,41.68,11.12,0.0,0.0,0.0,0.0
4206504,Guaramirim,Joinville,Joinville,46711,2813,1681,384,364,206,130,1363,763,132,96,899,564,448,276,5,5,42,24,229,2813,1132,602.21,359.87,82.21,49.02,291.79,163.34,28.26,20.55,192.46,120.74,95.91,59.09,1.07,1.07,8.99,5.14
4206603,Guarujá do Sul,Chapecó,São Miguel do Oeste,4829,622,383,94,92,60,33,347,217,10,8,198,118,44,29,0,0,6,6,57,622,239,1288.05,793.12,194.66,118.04,718.58,449.37,20.71,16.57,410.02,244.36,91.12,60.05,0.0,0.0,12.42,12.42
4206652,Guatambú,Chapecó,Chapecó,8425,995,612,147,139,51,33,606,346,22,17,250,172,127,85,30,22,0,0,108,995,383,1181.01,726.41,174.48,128.19,719.29,410.68,26.11,20.18,296.74,204.15,150.74,100.89,35.61,26.11,0.0,0.0
4206702,Herval d'Oeste,Chapecó,Joaçaba - Herval d'Oeste,21724,882,525,110,110,56,39,470,268,35,19,271,168,89,57,31,15,0,0,68,882,357,406.0,241.67,50.64,31.3,216.35,123.37,16.11,8.75,124.75,77.33,40.97,26.24,14.27,6.9,0.0,0.0
4206751,Ibiam,Caçador,Videira,2008,34,24,8,8,0,0,26,19,4,3,2,1,6,5,0,0,0,0,8,34,10,169.32,119.52,39.84,39.84,129.48,94.62,19.92,14.94,9.96,4.98,29.88,24.9,0.0,0.0,0.0,0.0
4206801,Ibicaré,Chapecó,Joaçaba - Herval d'Oeste,3269,255,150,38,37,24,18,70,42,0,0,133,78,41,19,0,0,0,0,22,255,105,780.06,458.86,116.24,67.3,214.13,128.48,0.0,0.0,406.85,238.61,125.42,58.12,0.0,0.0,0.0,0.0
4206900,Ibirama,Blumenau,Ibirama - Presidente Getúlio,19862,1084,664,124,121,66,42,436,274,42,36,483,278,225,145,2,0,0,0,84,1084,420,545.77,334.31,62.43,42.29,219.51,137.95,21.15,18.13,243.18,139.97,113.28,73.0,1.01,0.0,0.0,0.0
4207007,Içara,Criciúma,Criciúma,59035,3788,2288,529,500,201,133,2039,1180,153,109,1313,826,389,249,35,25,16,5,339,3788,1500,641.65,387.57,89.61,57.42,345.39,199.88,25.92,18.46,222.41,139.92,65.89,42.18,5.93,4.23,2.71,0.85
4207106,Ilhota,Blumenau,Blumenau,17046,2348,1374,345,321,123,81,1569,886,61,44,585,362,239,140,2,0,0,0,229,2348,974,1377.45,806.05,202.39,134.34,920.45,519.77,35.79,25.81,343.19,212.37,140.21,82.13,1.17,0.0,0.0,0.0
4207205,Imaruí,Criciúma,Tubarão,11881,2746,1785,347,342,30,20,2156,1393,71,42,487,330,241,163,0,0,21,12,260,2746,961,2311.25,1502.4,292.06,218.84,1814.66,1172.46,59.76,35.35,409.9,277.75,202.84,137.19,0.0,0.0,17.68,10.1
4207304,Imbituba,Florianópolis,Florianópolis,52579,5441,3279,705,654,348,210,2613,1437,168,124,1888,1231,888,576,37,27,154,123,411,5441,2162,1034.82,623.63,134.08,78.17,496.97,273.3,31.95,23.58,359.08,234.12,168.89,109.55,7.04,5.14,29.29,23.39
4207403,Imbuia,Blumenau,Ituporanga,5982,562,366,86,83,27,23,203,122,14,12,319,213,31,20,13,8,0,0,57,562,196,939.49,611.84,143.76,95.29,339.35,203.95,23.4,20.06,533.27,356.07,51.82,33.43,21.73,13.37,0.0,0.0
4207502,Indaial,Blumenau,Blumenau,71549,4397,2666,648,598,142,91,2746,1614,146,104,1254,779,664,425,32,30,1,0,391,4397,1731,614.54,372.61,90.57,54.65,383.79,225.58,20.41,14.54,175.26,108.88,92.8,59.4,4.47,4.19,0.14,0.0
4207577,Iomerê,Caçador,Videira,2877,95,55,15,15,0,0,66,38,0,0,29,17,0,0,0,0,0,0,7,95,40,330.21,191.17,52.14,24.33,229.41,132.08,0.0,0.0,100.8,59.09,0.0,0.0,0.0,0.0,0.0,0.0
4207601,Ipira,Chapecó,Concórdia,4578,1096,681,152,150,37,24,755,475,48,32,198,118,145,90,0,0,0,0,122,1096,415,2394.06,1487.55,332.02,266.49,1649.19,1037.57,104.85,69.9,432.5,257.75,316.73,196.59,0.0,0.0,0.0,0.0
4207650,Iporã do Oeste,Chapecó,São Miguel do Oeste,9335,205,139,37,36,27,17,102,73,6,4,63,43,22,13,1,0,0,0,32,205,66,219.6,148.9,39.64,34.28,109.27,78.2,6.43,4.28,67.49,46.06,23.57,13.93,1.07,0.0,0.0,0.0
4207684,Ipuaçu,Chapecó,Xanxerê,7730,516,292,67,66,26,18,321,160,1,1,156,107,92,48,0,0,0,0,32,516,224,667.53,377.75,86.68,41.4,415.27,206.99,1.29,1.29,201.81,138.42,119.02,62.1,0.0,0.0,0.0,0.0
4207700,Ipumirim,Chapecó,Concórdia,7816,283,168,36,36,21,13,185,112,24,15,42,25,26,15,0,0,0,0,25,283,115,362.08,214.94,46.06,31.99,236.69,143.3,30.71,19.19,53.74,31.99,33.27,19.19,0.0,0.0,0.0,0.0
4207759,Iraceminha,Chapecó,Maravilha,3986,185,103,25,25,0,0,166,100,0,0,19,3,10,6,0,0,0,0,17,185,82,464.12,258.4,62.72,42.65,416.46,250.88,0.0,0.0,47.67,7.53,25.09,15.05,0.0,0.0,0.0,0.0
4207809,Irani,Chapecó,Concórdia,10195,683,397,75,75,10,8,372,226,31,21,246,131,130,69,0,0,1,1,54,683,286,669.94,389.41,73.57,52.97,364.88,221.68,30.41,20.6,241.29,128.49,127.51,67.68,0.0,0.0,0.98,0.98
4207858,Irati,Chapecó,Chapecó,2069,191,130,24,23,35,34,97,50,0,0,28,16,0,0,1,0,30,30,11,191,61,923.15,628.32,116.0,53.17,468.83,241.66,0.0,0.0,135.33,77.33,0.0,0.0,4.83,0.0,145.0,145.0
4207908,Irineópolis,Joinville,Mafra,10285,967,612,109,103,3,1,626,365,83,65,225,162,134,102,0,0,0,0,75,967,355,940.2,595.04,105.98,72.92,608.65,354.89,80.7,63.2,218.77,157.51,130.29,99.17,0.0,0.0,0.0,0.0
4208005,Itá,Chapecó,Concórdia,7067,1774,1079,238,229,69,43,1329,800,41,24,275,177,174,124,0,0,58,56,143,1774,695,2510.26,1526.81,336.78,202.35,1880.57,1132.02,58.02,33.96,389.13,250.46,246.21,175.46,0.0,0.0,82.07,79.24
4208104,Itaiópolis,Joinville,Mafra,22051,1514,905,173,161,44,28,925,501,49,31,418,290,134,97,22,16,12,7,122,1514,609,686.59,410.41,78.45,55.33,419.48,227.2,22.22,14.06,189.56,131.51,60.77,43.99,9.98,7.26,5.44,3.17
4208203,Itajaí,Blumenau,Itajaí,264054,26215,16097,3088,2942,1364,890,14675,8020,1071,768,6061,3855,3068,1965,495,335,2299,2150,2008,26215,10118,992.79,609.61,116.95,76.05,555.76,303.73,40.56,29.08,229.54,145.99,116.19,74.42,18.75,12.69,87.07,81.42
4208302,Itapema,Blumenau,Itajaí,75940,5843,3510,813,779,594,378,3312,1889,228,158,1411,909,792,480,81,51,60,47,539,5843,2333,769.42,462.21,107.06,70.98,436.13,248.75,30.02,20.81,185.8,119.7,104.29,63.21,10.67,6.72,7.9,6.19
4208401,Itapiranga,Chapecó,São Miguel do Oeste,16638,543,359,76,75,60,39,175,107,19,12,245,164,63,46,1,1,0,0,52,543,184,326.36,215.77,45.68,31.25,105.18,64.31,11.42,7.21,147.25,98.57,37.87,27.65,0.6,0.6,0.0,0.0
4208450,Itapoá,Joinville,Joinville,30750,1950,1207,277,269,166,116,1124,647,88,58,518,348,290,183,3,3,7,3,187,1950,743,634.15,392.52,90.08,60.81,365.53,210.41,28.62,18.86,168.46,113.17,94.31,59.51,0.98,0.98,2.28,0.98
4208500,Ituporanga,Blumenau,Ituporanga,26525,1974,1173,278,263,163,100,1274,710,102,66,345,238,342,208,7,5,1,1,190,1974,801,744.2,442.22,104.81,71.63,480.3,267.67,38.45,24.88,130.07,89.73,128.93,78.42,2.64,1.89,0.38,0.38
4208609,Jaborá,Chapecó,Joaçaba - Herval d'Oeste,4310,370,239,61,60,3,2,169,111,6,2,177,112,42,32,1,0,0,0,50,370,131,858.47,554.52,141.53,116.01,392.11,257.54,13.92,4.64,410.67,259.86,97.45,74.25,2.32,0.0,0.0,0.0
4208708,Jacinto Machado,Criciúma,Araranguá,10624,1123,589,173,160,113,54,668,361,41,19,260,130,234,124,0,0,0,0,80,1123,534,1057.04,554.41,162.84,75.3,628.77,339.8,38.59,17.88,244.73,122.36,220.26,116.72,0.0,0.0,0.0,0.0
4208807,Jaguaruna,Criciúma,Tubarão,20375,2176,1284,278,269,76,58,939,563,62,47,1010,562,355,206,14,12,6,5,175,2176,892,1067.98,630.18,136.44,85.89,460.86,276.32,30.43,23.07,495.71,275.83,174.23,101.1,6.87,5.89,2.94,2.45
4208906,Jaraguá do Sul,Joinville,Joinville,182660,15598,9298,2157,2051,1038,675,6953,3798,689,457,5850,3612,2773,1748,35,27,328,293,1330,15598,6300,853.94,509.03,118.09,72.81,380.65,207.93,37.72,25.02,320.27,197.74,151.81,95.7,1.92,1.48,17.96,16.04
4208955,Jardinópolis,Chapecó,Chapecó,1776,498,403,102,101,0,0,401,321,93,82,14,12,12,7,45,32,0,0,95,498,95,2804.05,2269.14,574.32,534.91,2257.88,1807.43,523.65,461.71,78.83,67.57,67.57,39.41,253.38,180.18,0.0,0.0
4209003,Joaçaba,Chapecó,Joaçaba - Herval d'Oeste,30146,2171,1378,307,288,87,64,1184,701,110,80,657,426,325,250,8,6,65,58,193,2171,793,720.16,457.11,101.84,64.02,392.76,232.53,36.49,26.54,217.94,141.31,107.81,82.93,2.65,1.99,21.56,19.24
4209102,Joinville,Joinville,Joinville,616317,54263,33349,7383,6989,3135,2082,27006,15984,1718,1203,18586,11545,7738,5032,1331,851,892,772,4666,54263,20914,880.44,541.1,119.79,75.71,438.18,259.35,27.88,19.52,301.57,187.32,125.55,81.65,21.6,13.81,14.47,12.53
4209151,José Boiteux,Blumenau,Ibirama - Presidente Getúlio,5985,446,236,69,69,121,21,191,135,20,15,117,68,20,13,0,0,0,0,33,446,210,745.2,394.32,115.29,55.14,319.13,225.56,33.42,25.06,195.49,113.62,33.42,21.72,0.0,0.0,0.0,0.0
4209177,Jupiá,Chapecó,São Lourenço do Oeste,2555,101,54,15,13,3,1,39,21,3,0,40,29,37,12,0,0,4,1,8,101,47,395.3,211.35,58.71,31.31,152.64,82.19,11.74,0.0,156.56,113.5,144.81,46.97,0.0,0.0,15.66,3.91
4209201,Lacerdópolis,Chapecó,Joaçaba - Herval d'Oeste,2248,80,47,10,9,11,7,57,28,6,6,11,11,1,1,0,0,0,0,5,80,33,355.87,209.07,44.48,22.24,253.56,124.56,26.69,26.69,48.93,48.93,4.45,4.45,0.0,0.0,0.0,0.0
4209300,Lages,Lages,Lages,164981,23772,14470,2950,2781,1228,755,9972,5660,1255,918,9443,5890,4507,2938,225,132,341,276,1852,23772,9302,1440.89,877.07,178.81,112.26,604.43,343.07,76.07,55.64,572.37,357.01,273.18,178.08,13.64,8.0,20.67,16.73
4209409,Laguna,Criciúma,Tubarão,42785,8138,4975,970,927,996,653,3197,1791,220,150,2763,1746,2006,1276,76,49,44,30,621,8138,3163,1902.07,1162.79,226.71,145.14,747.22,418.6,51.42,35.06,645.79,408.09,468.86,298.24,17.76,11.45,10.28,7.01
4209458,Lajeado Grande,Chapecó,Chapecó,1702,146,80,24,23,0,0,125,68,7,5,12,7,8,2,0,0,0,0,9,146,66,857.81,470.04,141.01,52.88,734.43,399.53,41.13,29.38,70.51,41.13,47.0,11.75,0.0,0.0,0.0,0.0
4209508,Laurentino,Blumenau,Rio do Sul,7932,586,327,66,63,15,10,246,135,19,13,273,145,140,85,40,28,3,3,41,586,259,738.78,412.25,83.21,51.69,310.14,170.2,23.95,16.39,344.18,182.8,176.5,107.16,50.43,35.3,3.78,3.78
4209607,Lauro Müller,Criciúma,Criciúma,14381,1136,675,126,124,44,28,597,323,13,10,443,286,85,58,10,8,1,0,82,1136,461,789.93,469.37,87.62,57.02,415.13,224.6,9.04,6.95,308.05,198.87,59.11,40.33,6.95,5.56,0.7,0.0
4209706,Lebon Régis,Caçador,Caçador,11472,1070,650,103,96,74,40,572,333,42,31,316,203,222,160,1,0,0,0,68,1070,420,932.71,566.6,89.78,59.27,498.61,290.27,36.61,27.02,275.45,176.95,193.51,139.47,0.87,0.0,0.0,0.0
4209805,Leoberto Leal,Blumenau,Ituporanga,3330,236,133,33,29,24,10,67,33,15,10,134,84,77,48,0,0,0,0,24,236,103,708.71,399.4,99.1,72.07,201.2,99.1,45.05,30.03,402.4,252.25,231.23,144.14,0.0,0.0,0.0,0.0
4209854,Lindóia do Sul,Chapecó,Concórdia,4549,395,285,61,58,2,2,166,113,69,54,146,109,61,50,0,0,0,0,49,395,110,868.32,626.51,134.1,107.72,364.92,248.41,151.68,118.71,320.95,239.61,134.1,109.91,0.0,0.0,0.0,0.0
4209904,Lontras,Blumenau,Rio do Sul,12873,2239,1355,302,279,94,48,1551,930,67,48,459,278,309,193,75,66,0,0,171,2239,884,1739.3,1052.59,234.6,132.84,1204.85,722.44,52.05,37.29,356.56,215.96,240.04,149.93,58.26,51.27,0.0,0.0
4210001,Luiz Alves,Blumenau,Itajaí,11684,835,535,122,117,34,18,595,384,47,31,120,81,74,38,0,0,1,0,88,835,300,714.65,457.89,104.42,75.32,509.24,328.65,40.23,26.53,102.7,69.33,63.33,32.52,0.0,0.0,0.86,0.0
4210035,Luzerna,Chapecó,Joaçaba - Herval d'Oeste,5794,784,473,102,100,30,15,202,121,15,11,483,289,152,108,6,6,1,0,64,784,311,1353.12,816.36,176.04,110.46,348.64,208.84,25.89,18.99,833.62,498.79,262.34,186.4,10.36,10.36,1.73,0.0
4210050,Macieira,Caçador,Caçador,1778,824,659,144,144,0,0,628,493,207,176,2,2,8,8,56,43,0,0,136,824,165,4634.42,3706.41,809.9,764.9,3532.06,2772.78,1164.23,989.88,11.25,11.25,44.99,44.99,314.96,241.84,0.0,0.0
4210100,Mafra,Joinville,Mafra,55286,4868,2930,588,567,290,136,2072,1288,181,127,2031,1219,774,481,12,11,203,129,350,4868,1938,880.51,529.97,106.36,63.31,374.78,232.97,32.74,22.97,367.36,220.49,140.0,87.0,2.17,1.99,36.72,23.33
4210209,Major Gercino,Blumenau,Brusque,3214,178,102,26,25,0,0,163,93,1,1,13,8,32,17,20,12,0,0,14,178,76,553.83,317.36,80.9,43.56,507.16,289.36,3.11,3.11,40.45,24.89,99.56,52.89,62.23,37.34,0.0,0.0
4210308,Major Vieira,Joinville,Mafra,7425,319,176,43,42,26,19,195,101,0,0,84,48,29,15,0,0,0,0,24,319,143,429.63,237.04,57.91,32.32,262.63,136.03,0.0,0.0,113.13,64.65,39.06,20.2,0.0,0.0,0.0,0.0
4210407,Maracajá,Criciúma,Araranguá,7815,1449,843,147,142,105,63,249,152,204,104,655,380,416,240,0,0,23,10,98,1449,606,1854.13,1078.69,188.1,125.4,318.62,194.5,261.04,133.08,838.13,486.24,532.31,307.1,0.0,0.0,29.43,12.8
4210506,Maravilha,Chapecó,Maravilha,28251,821,528,127,121,21,14,276,171,85,66,427,272,136,97,11,7,8,7,86,821,293,290.61,186.9,44.95,30.44,97.7,60.53,30.09,23.36,151.15,96.28,48.14,34.34,3.89,2.48,2.83,2.48
4210555,Marema,Chapecó,Chapecó,2184,53,30,9,9,0,0,9,6,2,2,42,22,0,0,0,0,0,0,6,53,23,242.67,137.36,41.21,27.47,41.21,27.47,9.16,9.16,192.31,100.73,0.0,0.0,0.0,0.0,0.0,0.0
4210605,Massaranduba,Joinville,Joinville,17162,1444,871,193,189,53,37,333,187,109,61,716,453,173,113,232,138,0,0,117,1444,573,841.39,507.52,112.46,68.17,194.03,108.96,63.51,35.54,417.2,263.96,100.8,65.84,135.18,80.41,0.0,0.0
4210704,Matos Costa,Caçador,Caçador,2761,194,118,29,26,4,3,141,84,28,22,17,7,31,19,0,0,0,0,18,194,76,702.64,427.38,105.03,65.19,510.68,304.24,101.41,79.68,61.57,25.35,112.28,68.82,0.0,0.0,0.0,0.0
4210803,Meleiro,Criciúma,Araranguá,7006,261,158,38,35,23,12,114,65,1,1,107,71,53,34,0,0,2,0,28,261,103,372.54,225.52,54.24,39.97,162.72,92.78,1.43,1.43,152.73,101.34,75.65,48.53,0.0,0.0,2.85,0.0
4210852,Mirim Doce,Blumenau,Rio do Sul,2511,283,154,46,46,23,14,106,74,6,6,154,66,25,12,0,0,0,0,22,283,129,1127.04,613.3,183.19,87.61,422.14,294.7,23.89,23.89,613.3,262.84,99.56,47.79,0.0,0.0,0.0,0.0
4210902,Modelo,Chapecó,Chapecó,4080,155,105,18,18,16,12,75,45,5,5,32,22,51,39,0,0,0,0,17,155,50,379.9,257.35,44.12,41.67,183.82,110.29,12.25,12.25,78.43,53.92,125.0,95.59,0.0,0.0,0.0,0.0
4211009,Mondaí,Chapecó,Chapecó,10066,407,270,50,50,15,12,77,48,8,6,276,191,122,80,0,0,0,0,42,407,137,404.33,268.23,49.67,41.72,76.5,47.69,7.95,5.96,274.19,189.75,121.2,79.48,0.0,0.0,0.0,0.0
4211058,Monte Carlo,Caçador,Videira,9117,592,375,95,88,42,27,377,241,27,18,129,78,85,64,0,0,0,0,56,592,217,649.34,411.32,104.2,61.42,413.51,264.34,29.62,19.74,141.49,85.55,93.23,70.2,0.0,0.0,0.0,0.0
4211108,Monte Castelo,Joinville,Mafra,7736,677,390,117,95,63,33,258,141,18,12,323,197,56,28,8,4,1,0,52,677,287,875.13,504.14,151.24,67.22,333.51,182.26,23.27,15.51,417.53,254.65,72.39,36.19,10.34,5.17,1.29,0.0
4211207,Morro da Fumaça,Criciúma,Criciúma,18537,1406,811,187,183,106,71,979,555,32,17,255,154,171,107,3,2,1,0,114,1406,595,758.48,437.5,100.88,61.5,528.13,299.4,17.26,9.17,137.56,83.08,92.25,57.72,1.62,1.08,0.54,0.0
4211256,Morro Grande,Criciúma,Criciúma,3010,358,281,40,35,8,6,135,81,88,83,56,41,121,109,0,0,0,0,26,358,77,1189.37,933.55,132.89,86.38,448.5,269.1,292.36,275.75,186.05,136.21,401.99,362.13,0.0,0.0,0.0,0.0
4211306,Navegantes,Blumenau,Itajaí,86401,9679,5508,1249,1178,610,322,5310,2891,452,312,2948,1776,1343,820,140,94,76,24,748,9679,4171,1120.24,637.49,144.56,86.57,614.58,334.6,52.31,36.11,341.2,205.55,155.44,94.91,16.2,10.88,8.8,2.78
4211405,Nova Erechim,Chapecó,Chapecó,5155,294,197,41,40,33,21,103,69,36,32,100,63,65,46,0,0,0,0,32,294,97,570.32,382.15,79.53,62.08,199.81,133.85,69.84,62.08,193.99,122.21,126.09,89.23,0.0,0.0,0.0,0.0
4211454,Nova Itaberaba,Chapecó,Chapecó,4536,280,131,32,32,14,1,229,108,4,2,33,20,50,17,0,0,3,2,13,280,149,617.28,288.8,70.55,28.66,504.85,238.1,8.82,4.41,72.75,44.09,110.23,37.48,0.0,0.0,6.61,4.41
4211504,Nova Trento,Blumenau,Brusque,13727,959,610,132,128,156,106,422,253,63,42,199,130,148,89,104,71,0,0,81,959,349,698.62,444.38,96.16,59.01,307.42,184.31,45.89,30.6,144.97,94.7,107.82,64.84,75.76,51.72,0.0,0.0
4211603,Nova Veneza,Criciúma,Criciúma,13664,449,288,55,55,26,13,329,202,9,6,77,61,32,27,144,90,0,0,41,449,161,328.6,210.77,40.25,30.01,240.78,147.83,6.59,4.39,56.35,44.64,23.42,19.76,105.39,65.87,0.0,0.0
4211652,Novo Horizonte,Chapecó,São Lourenço do Oeste,2643,120,60,19,19,3,3,92,37,3,1,15,12,2,1,7,7,0,0,9,120,60,454.03,227.01,71.89,34.05,348.09,139.99,11.35,3.78,56.75,45.4,7.57,3.78,26.49,26.49,0.0,0.0
4211702,Orleans,Criciúma,Criciúma,23661,1272,763,150,134,47,30,653,352,101,87,451,282,218,152,63,7,0,0,106,1272,509,537.59,322.47,63.4,44.8,275.98,148.77,42.69,36.77,190.61,119.18,92.13,64.24,26.63,2.96,0.0,0.0
4211751,Otacílio Costa,Lages,Lages,17312,1473,882,195,185,54,26,852,508,6,4,536,325,310,200,0,0,0,0,119,1473,591,850.85,509.47,112.64,68.74,492.14,293.44,3.47,2.31,309.61,187.73,179.07,115.53,0.0,0.0,0.0,0.0
4211801,Ouro,Chapecó,Joaçaba - Herval d'Oeste,7032,562,325,81,76,4,3,283,152,24,24,250,148,41,23,0,0,2,1,45,562,237,799.2,462.17,115.19,63.99,402.45,216.15,34.13,34.13,355.52,210.47,58.3,32.71,0.0,0.0,2.84,1.42
4211850,Ouro Verde,Chapecó,Xanxerê,2181,67,41,9,7,4,1,19,5,1,1,44,35,0,0,0,0,0,0,6,67,26,307.2,187.99,41.27,27.51,87.12,22.93,4.59,4.59,201.74,160.48,0.0,0.0,0.0,0.0,0.0,0.0
